ID;X1;Y1;X2;Y2;length;length_unit;zone;speed;CAR;LDV;HDV;BUS;VEHICLETYPE;roadtype;pollutant;emissionfactor;emission_factor_unit;emission;emission_unit;fleet
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;LDV;U;PM25;5.74877984127047E-5;kg/vkm;0.09305009666517022;kg;default
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;HDV;U;PM25;9.076142207800622E-5;kg/vkm;0.34890408766994835;kg;default
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;BUS;U;PM25;1.146074173463002E-4;kg/vkm;0.0;kg;default
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;CAR;U;PM10;3.4543686848683267E-5;kg/vkm;1.5998355789784762;kg;default
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;LDV;U;PM10;7.603530441270467E-5;kg/vkm;0.12307120155786364;kg;default
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;HDV;U;PM10;1.6845242395012214E-4;kg/vkm;0.6475630058285643;kg;default
1283;4957168.61;2938306.49;4957282.16;2938295.11;114.11856835851738;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;BUS;U;PM10;1.7647785670882373E-4;kg/vkm;0.0;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;CAR;U;NOX;3.7753148159118193E-4;kg/vkm;75.06499990741614;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;LDV;U;NOX;8.699606704260326E-4;kg/vkm;16.947400953418704;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;HDV;U;NOX;0.0021611740987369085;kg/vkm;90.8555357350259;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;BUS;U;NOX;0.0038456101762475593;kg/vkm;0.0;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;CAR;U;NO2;1.2088221862647172E-4;kg/vkm;24.035144544131974;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;LDV;U;NO2;3.4271086844862056E-4;kg/vkm;6.67623111726282;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;HDV;U;NO2;2.711746703837929E-4;kg/vkm;11.400155114707328;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;BUS;U;NO2;4.6675802582519556E-4;kg/vkm;0.0;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;CAR;U;PM25;2.1104335192924594E-5;kg/vkm;4.196198188892882;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;LDV;U;PM25;5.811359740898166E-5;kg/vkm;1.1320907595204954;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;HDV;U;PM25;9.173528676545347E-5;kg/vkm;3.8565419739912072;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;BUS;U;PM25;1.1593504295686501E-4;kg/vkm;0.0;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;CAR;U;PM10;3.486875086410948E-5;kg/vkm;6.932992102683577;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;LDV;U;PM10;7.687711348898163E-5;kg/vkm;1.4976162839651266;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;HDV;U;PM10;1.6999587837781738E-4;kg/vkm;7.14660915647181;kg;default
1285;4957509.44;2938633.45;4957563.43;2938612.58;57.88101808853648;m;default;49;3435169.368676715;336563.7389325434;726315.7772574115;0.0;BUS;U;PM10;1.7837717702572824E-4;kg/vkm;0.0;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;CAR;U;NOX;3.701876739227052E-4;kg/vkm;2.083836039437485;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;LDV;U;NOX;8.626055611834648E-4;kg/vkm;0.1697025363186601;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;HDV;U;NOX;0.002133317120772807;kg/vkm;0.9967703529146954;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;BUS;U;NOX;0.00377974137509014;kg/vkm;0.0;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;CAR;U;NO2;1.1946856774315212E-4;kg/vkm;0.6725045823517617;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;LDV;U;NO2;3.4015483108394093E-4;kg/vkm;0.06691950547686396;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;HDV;U;NO2;2.680043263813635E-4;kg/vkm;0.1252222486702044;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;BUS;U;NO2;4.5892204202847413E-4;kg/vkm;0.0;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;CAR;U;PM25;2.0917402514392446E-5;kg/vkm;0.11774686269001076;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;LDV;U;PM25;5.74877984127047E-5;kg/vkm;0.011309717485042848;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;HDV;U;PM25;9.076142207800622E-5;kg/vkm;0.042407335428387316;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;BUS;U;PM25;1.146074173463002E-4;kg/vkm;0.0;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;CAR;U;PM10;3.4543686848683267E-5;kg/vkm;0.19445104378423722;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;LDV;U;PM10;7.603530441270467E-5;kg/vkm;0.01495861444585912;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;HDV;U;PM10;1.6845242395012214E-4;kg/vkm;0.07870765224500392;kg;default
1287;4957310.25;2938273.23;4957319.58;2938262.98;13.870472081040697;m;default;50;405835.79384579044;14183.546504619912;33685.9229484723;0.0;BUS;U;PM10;1.7647785670882373E-4;kg/vkm;0.0;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;CAR;U;NOX;3.7753148159118193E-4;kg/vkm;9.811173502339697;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;LDV;U;NOX;8.699606704260326E-4;kg/vkm;2.8203510755273316;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;HDV;U;NOX;0.0021611740987369085;kg/vkm;15.057897395205709;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;BUS;U;NOX;0.0038456101762475593;kg/vkm;0.0;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;CAR;U;NO2;1.2088221862647172E-4;kg/vkm;3.141450390556714;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;LDV;U;NO2;3.4271086844862056E-4;kg/vkm;1.1110444406074491;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;HDV;U;NO2;2.711746703837929E-4;kg/vkm;1.88939908413874;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;BUS;U;NO2;4.6675802582519556E-4;kg/vkm;0.0;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;CAR;U;PM25;2.1104335192924594E-5;kg/vkm;0.5484530544489384;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;LDV;U;PM25;5.811359740898166E-5;kg/vkm;0.1884001800620701;kg;default
1289;4957495.73;2938637.99;4957466.69;2938646.65;30.307588568210363;m;default;49;857464.9969726268;106967.5798890085;229891.64959571444;0.0;HDV;U;PM25;9.173528676545347E-5;kg/vkm;0.6391620815931908;kg;default
