year	month	day	hour	O3 (ug/m3)	NOX (ug/m3)	NO2 (ug/m3)	PM25 (ug/m3)	PM10 (ug/m3)
2015	1	2	0	50.1553971893	5.65043281318	5.65043281318	8.68416857719	11.9152610302
2015	1	2	1	48.7984189987	6.02383208275	6.02383208275	9.40710496902	10.6651170254
2015	1	2	2	47.1397409439	6.28950488567	6.28950488567	11.5147734287	12.7893109322
2015	1	2	3	48.1174201965	6.13979303837	6.13979303837	12.8755581427	14.3121587677
2015	1	2	4	50.5476312637	5.67675662041	5.67675662041	13.5552828312	15.2171337605
2015	1	2	5	49.3906895619	5.15547704697	5.15547704697	13.6819491842	15.0631086826
2015	1	2	6	48.5028454374	4.26317042112	4.26317042112	13.3997280516	15.2027815446
2015	1	2	7	47.1313162091	5.56290996075	5.56290996075	11.7814221382	13.7134687901
2015	1	2	8	46.5623512268	5.9732729916	5.97306374612	8.52487945557	11.1442933083
2015	1	2	9	45.5639839172	5.47117898478	5.46708011627	6.01948610547	7.16035734604
2015	1	2	10	47.1888885314	5.74105858856	5.70481637632	4.79238829039	6.1503329277
2015	1	2	11	44.8695468903	6.89879743224	6.68295916597	4.19897854328	5.21140432358
2015	1	2	12	40.1138362076	6.90141255653	6.60732247367	4.69855451584	6.13234329224
2015	1	2	13	38.6815541955	9.55372632381	9.11050247966	7.36360883713	9.91010856628
2015	1	2	14	37.6277736503	11.0429927058	10.2484691782	8.19265246503	11.3527796077
2015	1	2	15	46.0740718842	13.6879025577	12.9234947179	7.10096645355	10.5553531647
2015	1	2	16	52.6848644819	13.8432179501	13.7039210796	6.2642602019	9.97280192375
2015	1	2	17	49.1563156011	15.1052122031	15.1052122031	5.7327132225	10.4303752911
2015	1	2	18	45.2419214249	15.8337886017	15.8337886017	5.27227199078	9.9257247448
2015	1	2	19	47.4392309189	17.1785271168	17.1785271168	4.58068108559	9.67554688454
2015	1	2	20	40.4777555466	17.2047666264	17.2047666264	5.12087697185	10.0950863361
2015	1	2	21	39.9571435171	17.1580137776	17.1580137776	7.56351852417	13.0124307535
2015	1	2	22	31.7557487488	16.8467826843	16.8467826843	9.04912281036	15.1686827954
2015	1	2	23	30.0284433365	16.6292741299	16.6292741299	8.70110851098	14.4057683945
2015	1	3	0	33.421277523	15.0690472126	15.0690472126	7.04825913906	13.6368989121
2015	1	3	1	35.084197725	12.819955349	12.819955349	6.72689107316	12.3001855409
2015	1	3	2	35.5078001022	10.8536291122	10.8536291122	7.40769731998	10.9446339607
2015	1	3	3	38.9285256698	9.88801477327	9.88801477327	6.50197530457	10.0186965466
2015	1	3	4	37.9151083637	10.0136165619	10.0136165619	6.45374848961	8.74304294586
2015	1	3	5	39.6927387546	8.10991501808	8.10991501808	5.68775188923	7.63561444338
2015	1	3	6	40.4612009029	7.36925760593	7.36925760593	5.79842865467	9.92104307968
2015	1	3	7	39.2433691025	8.37908029556	8.37908029556	5.22507526272	6.88188874722
2015	1	3	8	39.2801378319	7.24216740766	7.24112164974	5.42149942004	6.6778434515
2015	1	3	9	42.544476342	7.9780723541	7.95520135599	5.11648960999	5.70521557331
2015	1	3	10	42.0207337485	7.33797445392	7.23768772378	5.31810820103	5.30401320585
2015	1	3	11	46.5711622238	6.96564263463	6.7944535017	3.72641777992	3.78579139709
2015	1	3	12	46.8865689937	6.10079467592	5.9326416254	2.33816698643	2.99129664444
2015	1	3	13	45.8271389008	6.16222022986	6.04768594425	1.49166943954	2.63941192627
2015	1	3	14	42.167719841	7.01098462742	6.92228341103	1.90865918659	2.87165053735
2015	1	3	15	35.2315263748	7.14479080981	7.12005186081	1.96627295017	2.75185600187
2015	1	3	16	37.6501131058	7.85207330965	7.84770534554	4.00633531809	3.0444290638
2015	1	3	17	34.178566149	7.99319094751	7.99319094751	2.77802145481	4.0642811656
2015	1	3	18	33.174033165	12.8351354599	12.8351354599	2.14418777126	3.77420318127
2015	1	3	19	30.1701498032	14.3570346832	14.3570346832	3.55198091858	4.59471595287
2015	1	3	20	30.8100137711	13.3868703842	13.3868703842	5.18184029567	6.3260011673
2015	1	3	21	36.7747883518	14.1153597832	14.1153597832	6.2346248133	6.7383095026
2015	1	3	22	37.2182750702	13.6534440517	13.6534440517	7.79439866543	6.27471963384
2015	1	3	23	40.3053731918	13.6255302429	13.6255302429	8.58237373829	8.52821946144
2015	1	4	0	42.8498676528	13.3769202232	13.3769202232	7.31336700916	9.23723864555
2015	1	4	1	39.8993524212	14.9759685993	14.9759685993	8.6614985466	11.1989782407
2015	1	4	2	39.077754357	15.3887374401	15.3887374401	9.79752993584	10.6654820442
2015	1	4	3	38.6530427933	16.7617313862	16.7617313862	10.5059139401	13.3469724655
2015	1	4	4	39.1624584198	15.9907267094	15.9907267094	11.2233731053	13.3163522727
2015	1	4	5	33.65773056	15.4709205627	15.4709205627	11.4546911716	12.5481009483
2015	1	4	6	31.7209312746	15.6037746856	15.6037746856	13.2233014107	15.3178775311
2015	1	4	7	29.4841861725	16.717114687	16.717114687	14.6758294106	16.7275029987
2015	1	4	8	31.4466134337	17.5781392714	17.5712257326	15.1753954887	18.1929006577
2015	1	4	9	32.0619869232	17.0855964908	16.2243902683	15.5238205032	16.7223989964
2015	1	4	10	33.5793271065	15.2246503072	13.8635564713	13.5341549696	17.0006389618
2015	1	4	11	35.1076305987	14.696033865	13.2586758137	12.6186837677	17.6038841476
2015	1	4	12	42.6443255979	13.2565573716	12.0909865955	14.9314095974	17.697561765
2015	1	4	13	45.3621797562	13.1285702922	12.0736937523	14.3618383656	15.9734492302
2015	1	4	14	48.1911731426	13.132447712	12.1375489235	13.3302643299	17.2028260231
2015	1	4	15	49.8609733582	12.6420933988	11.8916661739	11.9227628708	14.8121545315
2015	1	4	16	50.8498516083	12.1067526684	11.9492573738	12.344741106	14.5278530121
2015	1	4	17	47.34171772	12.5219547749	12.5219547749	13.3929157257	17.406899929
2015	1	4	18	43.2153806686	12.96814394	12.96814394	13.8920171261	18.3947815895
2015	1	4	19	39.9727115631	12.8187206442	12.8187206442	13.8605861664	19.4174985886
2015	1	4	20	38.795311555	12.9681873322	12.9681873322	13.4419600964	18.9340550055
2015	1	4	21	39.3630176746	14.3990354538	14.3990354538	15.7342956066	21.0657830238
2015	1	4	22	40.8284626007	13.368631687	13.368631687	16.2347102165	17.9542264938
2015	1	4	23	40.3343588784	11.7193095493	11.7193095493	16.5640875134	19.1853485173
2015	1	5	0	41.9489055681	9.51020054506	9.51020054506	14.0469411728	14.5065300465
2015	1	5	1	37.6217279492	7.84514305181	7.84514305181	13.0110316277	13.8751573563
2015	1	5	2	35.2106536336	7.29235887527	7.29235887527	9.25723656832	11.1543445587
2015	1	5	3	36.8829545975	6.16336810589	6.16336810589	8.09943056107	9.78328680992
2015	1	5	4	36.7895021439	5.71276168272	5.71276168272	7.44792532921	9.15255880356
2015	1	5	5	37.2953443527	6.75548171997	6.75548171997	6.14267241955	7.73145329952
2015	1	5	6	40.9521026611	5.67776596546	5.67776596546	5.51931297779	7.47110688686
2015	1	5	7	44.0682668686	7.44755997148	7.44755997148	5.29321122169	7.65882436832
2015	1	5	8	45.6730831685	8.45226533436	8.44890248775	4.85576394781	6.85827791691
2015	1	5	9	47.3699607849	9.87030030038	9.42644759937	4.62035222516	6.78249752522
2015	1	5	10	45.89452865	9.36424984044	8.62658774853	5.77400376682	7.2762658596
2015	1	5	11	49.3332883981	9.36873963835	8.58567319789	6.61870502354	8.10744760167
2015	1	5	12	51.6054067611	9.15558352674	8.32859964072	6.59768986702	7.91649842262
2015	1	5	13	53.4393556851	8.0820203054	7.40044903755	5.43086981801	7.33713150024
2015	1	5	14	57.455014611	7.58215729155	7.00256004989	5.55922123677	6.95703247512
2015	1	5	15	55.3081417084	7.71419507537	7.22029591957	5.58554327488	7.3630541408
2015	1	5	16	54.152056694	7.7031616697	7.55801284313	5.41116230596	8.70554757118
2015	1	5	17	46.3240840555	7.95756578445	7.95756578445	6.33480580254	8.50041619324
2015	1	5	18	40.8168401718	11.2443640232	11.2443640232	5.96331143379	9.30889540516
2015	1	5	19	37.3575439595	17.273683548	17.273683548	5.88331067562	8.98333477974
2015	1	5	20	37.68368186	13.7946690214	13.7946690214	6.09939789772	8.63703495526
2015	1	5	21	40.002705574	13.1880672697	13.1880672697	7.87536215782	10.191928235
2015	1	5	22	41.4767303467	13.942751646	13.942751646	13.7592262829	14.1109039783
2015	1	5	23	43.8984775543	12.3429084895	12.3429084895	10.9816627926	12.7252128124
2015	1	6	0	49.22968614	6.523478508	6.523478508	10.5321834087	12.397485733
2015	1	6	1	49.4595518112	6.58070361614	6.58070361614	8.80511641502	10.7265444507
2015	1	6	2	46.8095960617	7.6762079516	7.6762079516	7.92091548443	9.11691693038
2015	1	6	3	47.1680040359	8.43138384819	8.43138384819	8.13788235188	9.6706872156
2015	1	6	4	47.7393065981	9.85895347595	9.85895347595	7.75765073299	9.33237409592
2015	1	6	5	45.588517189	10.7873615712	10.7873615712	6.91803264618	8.15311664442
2015	1	6	6	43.9780778168	11.1518888474	11.1518888474	6.54863612057	8.31519878879
2015	1	6	7	42.8105422446	12.589518141	12.589518141	5.9074640274	8.29737484455
2015	1	6	8	40.1871058544	16.1645983958	16.1562037931	5.34836065769	8.62538308094
2015	1	6	9	35.04712677	17.2534548823	16.2053349018	6.30133248238	9.17535805702
2015	1	6	10	36.719650546	22.6000272312	20.4836942207	9.61251842365	11.4288023491
2015	1	6	11	30.6347436905	20.5289073884	17.6712198257	11.9960765839	12.525441885
2015	1	6	12	31.3721704483	20.9752418952	17.91882658	11.4013197422	14.5242178901
2015	1	6	13	29.3676934242	17.8396005061	15.1277069465	11.643871828	13.2654283047
2015	1	6	14	27.9782230026	18.2397068592	15.6428227425	11.7241364262	13.520584653
2015	1	6	15	27.9483665531	18.9683188794	16.8866758347	13.0261583328	16.085245826
2015	1	6	16	25.603821561	21.9080986098	21.2846014547	13.4758725166	16.5143358762
2015	1	6	17	22.3007855415	21.4886064335	21.4886064335	15.7723482298	17.0711929012
2015	1	6	18	18.6894435883	19.6676745415	19.6676745415	16.7952172719	19.705909583
2015	1	6	19	21.3347520828	21.5105772018	21.5105772018	18.0743355523	20.4654911235
2015	1	6	20	20.5596061849	21.0648202896	21.0648202896	16.0699619013	18.2240390778
2015	1	6	21	20.3199033737	22.6632561684	22.6632561684	14.1275446967	16.2345401293
2015	1	6	22	18.1229102181	21.4879362132	21.4879362132	12.3491219528	14.2947776318
2015	1	6	23	17.1619187873	20.4660410881	20.4660410881	10.9454622269	13.43609231
2015	1	7	0	17.3719949844	17.9183130264	17.9183130264	10.6937844753	14.1337061801
2015	1	7	1	16.5790405273	18.3280080644	18.3280080644	11.5040631294	14.7793681284
2015	1	7	2	15.2734837532	17.7212400436	17.7212400436	11.9294115822	14.6305074692
2015	1	7	3	15.1608748436	17.2857723236	17.2857723236	12.296785593	12.8267219067
2015	1	7	4	14.1684302762	16.9062883663	16.9062883663	12.8908545971	13.7340488434
2015	1	7	5	13.6651887894	16.1547646523	16.1547646523	12.9025957584	12.6033449173
2015	1	7	6	15.6729375275	15.4455908364	15.4455908364	11.6280584335	13.5940454006
2015	1	7	7	15.0438298981	16.7205997947	16.7205997947	10.1898814623	13.2171852436
2015	1	7	8	16.4517622923	17.7469239235	17.7294004933	8.41659140587	12.9430806637
2015	1	7	9	19.3280211153	17.2382743447	15.7628304958	6.76557123661	10.4386025813
2015	1	7	10	20.1767230034	15.7073217026	13.4814019203	6.38810062408	8.58414970682
2015	1	7	11	21.6518689622	15.2615164964	12.8244271278	5.41436707973	9.18571552363
2015	1	7	12	25.6645021439	15.3585067002	13.2293073559	5.17978727818	8.61976671219
2015	1	7	13	33.9902760978	12.4786447699	11.1557397842	6.1799563273	9.12308506665
2015	1	7	14	39.9503429681	11.447955486	10.5116014481	6.29025399685	9.58816482307
2015	1	7	15	44.9771501845	10.818560738	10.1717867851	5.91836440563	9.41503429413
2015	1	7	16	44.121925354	9.71613342655	9.63553071022	6.64608383179	9.05769686912
2015	1	7	17	46.4153509775	8.97838306402	8.97838306402	7.63146007061	9.24200725995
2015	1	7	18	50.2071724084	7.83535051346	7.83535051346	7.57485609214	8.4283569349
2015	1	7	19	49.9919023514	8.61852342743	8.61852342743	8.68271517754	8.69883489609
2015	1	7	20	49.2199718047	8.07144737244	8.07144737244	8.88232647988	8.34456300735
2015	1	7	21	49.8271996778	7.79519686778	7.79519686778	8.45487570763	7.84554171562
2015	1	7	22	46.6170682907	9.36148929596	9.36148929596	7.31308031082	7.57973371526
2015	1	7	23	45.6586605473	9.79478293531	9.79478293531	6.52382471898	7.48740208149
2015	1	8	0	46.7825407673	6.04781270027	6.04781270027	6.66639564532	7.73210811615
2015	1	8	1	42.6217775345	9.99434054679	9.99434054679	7.33621609211	7.97994303703
2015	1	8	2	38.9271354675	9.47167489734	9.47167489734	6.29865336418	7.59489310667
2015	1	8	3	34.645277977	9.20033144951	9.20033144951	7.55075824261	8.50799376912
2015	1	8	4	36.0833539963	7.80355095863	7.80355095863	9.26093196869	9.7095143795
2015	1	8	5	37.7669897079	6.61646521091	6.61646521091	8.7163875103	9.58965420723
2015	1	8	6	39.818567276	5.28954648972	5.28954648972	6.62389161697	8.49095010757
2015	1	8	7	40.6845551681	5.96866250038	5.96866250038	4.25848436356	5.80994963646
2015	1	8	8	40.7351522446	6.38008091747	6.37963736057	3.336112082	5.07392537594
2015	1	8	9	41.4477016808	6.14429777167	6.13352751732	2.90584695339	4.56555217504
2015	1	8	10	42.1794519424	6.05995665085	6.02181756496	3.41766460827	5.49902186086
2015	1	8	11	45.1481264587	5.85478472149	5.81353771796	4.26168230029	5.08410039852
2015	1	8	12	46.9239063263	5.22708552467	5.13337242603	3.77151972055	4.37744379044
2015	1	8	13	54.0609350204	5.89362163294	5.79520487785	2.35029397253	3.9565243721
2015	1	8	14	56.8746213913	6.7818563118	6.75032467967	1.81593064848	4.3048633337
2015	1	8	15	58.9241342545	6.50248771456	6.49481713772	1.8144339025	2.83433365822
2015	1	8	16	58.5467605591	6.30441893339	6.30260026354	1.47491619861	2.6297283305
2015	1	8	17	61.0897737014	6.28278183937	6.28278183937	0.954715028405	2.27679797123
2015	1	8	18	64.8935070038	6.25892007351	6.25892007351	2.24824821949	2.90001273155
2015	1	8	19	62.7625989914	9.42335748672	9.42335748672	3.22494703531	4.09285521507
2015	1	8	20	61.8375757259	8.5810905695	8.5810905695	1.92864494922	5.79622794364
2015	1	8	21	57.7584571838	8.98632133007	8.98632133007	3.68853265047	6.07581876005
2015	1	8	22	58.3858591182	7.91358203008	7.91358203008	3.4748609066	6.66586184502
2015	1	8	23	58.4938688278	7.48982477188	7.48982477188	3.23125404476	8.01009757193
